financial_id,company_id,cash_value,cash_currency,cash_date,investments_json,hedgebook,liabilities,liabilities_currency,other_financial_assets,other_financial_assets_currency,market_cap_value,market_cap_currency,enterprise_value_value,enterprise_value_currency,net_financial_assets,net_financial_assets_currency,trailing_pe,forward_pe,peg_ratio,price_to_sales,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,revenue_value,revenue_currency,cost_of_revenue,gross_profit,operating_expense,operating_income,net_income_value,net_income_currency,ebitda,debt_value,debt_currency,last_updated,data_source,shares_outstanding,free_cash_flow
42,40,10377393.0,CAD,2024-12-31 00:00:00+0000,,,70747.0,CAD,,CAD,108688968.0,CAD,68976829.77742,USD,10306646.0,CAD,-36.0,-6.545455,-0.08,,1.531915,,-25.604,,CAD,0.0,0.0,0.0,,-2877370.0,CAD,-3784362.0,70747.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,148888992,-5101547.0
43,47,900216.0,CAD,2024-12-31 00:00:00+0000,,,300000.0,CAD,,CAD,14850811.0,CAD,9991234.66045,USD,600216.0,CAD,-3.375,-6.7500005,0.0675,,0.407855,,-8.067,0.0,CAD,0.0,0.0,0.0,,-2850900.0,CAD,-1663619.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,106077000,-2806670.0
44,42,727037.0,CAD,2024-12-31 00:00:00+0000,,,200000.0,CAD,,CAD,5396650.0,CAD,3414134.37043,USD,527037.0,CAD,-1.8333333333333335,,,,2.894737,,-1.408,,CAD,,,2192972.0,,-2142644.0,CAD,-2111293.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,107933000,-1172389.0
45,43,3296663.0,CAD,2024-12-31 00:00:00+0000,,,67857.0,CAD,,CAD,35415588.0,CAD,22566474.72802,USD,3228806.0,CAD,-4.0,,,11.327754811217167,0.48192772,6.13315617911393,-5.307,2905190.0,CAD,0.0,0.0,0.0,,-5505610.0,CAD,-3357689.0,67857.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,787012992,
46,44,1960000.0,CAD,2024-12-31 00:00:00+0000,,,1000000.0,CAD,,,43919548.0,CAD,30119368.69828,USD,960000.0,CAD,,,,,1.2311558,,,,CAD,,,,,,CAD,-8501000.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,191306000,
47,52,500000.0,CAD,2024-12-31 00:00:00+0000,,,150000.0,CAD,,CAD,16200125.0,CAD,11112681.13875,USD,350000.0,CAD,-7.249999999999999,,,,,,,,CAD,,,,,-2200000.0,CAD,-2000000.0,0.0,CAD,2025-03-27 05:34:36+0000,Estimated / Yahoo Finance,111725000,
48,48,54836000.0,USD,2024-12-31 00:00:00+0000,,,99782000.0,USD,,USD,1617286016.0,USD,1666538880.0,USD,-44946000.0,USD,137.55556,17.43662,0.19967742580645162,39.590843,5.7447796,40.797,-905.236,40850000.0,USD,0.0,0.0,0.0,,7830000.0,USD,-1841000.0,99782000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,130637000,-112044496.0
49,64,9372041.0,CAD,2024-12-31 00:00:00+0000,,,35996.0,CAD,,,48845368.0,CAD,27700381.448530003,USD,9336045.0,CAD,,,,,0.9294321,,,0.0,CAD,0.0,0.0,0.0,,-378950.0,CAD,-1076807.0,35996.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,85693600,
50,50,4022608.0,CAD,2024-12-31 00:00:00+0000,,,200000.0,CAD,,CAD,34184952.0,CAD,21287343.00184,USD,3822608.0,CAD,-35.0,,,,2.8455284,,-19.9,,CAD,,,573253.0,,-1434358.0,CAD,-1445117.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,93657400,-1693211.0
51,51,2027763.0,CAD,2024-12-31 00:00:00+0000,,,200000.0,CAD,,CAD,27205032.0,CAD,17792257.06859,USD,1827763.0,CAD,-6.666666666666667,,,,1.7094017,,-14.502,,CAD,,,1582293.0,,-2239585.0,CAD,-1565634.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,123659000,-1382389.0
52,56,96233.0,CAD,2024-12-31 00:00:00+0000,,,1230120.0,CAD,,,5183190.0,CAD,4428965.85547,USD,-1133887.0,CAD,,,,,0.109223306,,,,CAD,,,,,,CAD,-212026.0,1230120.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,115182000,
53,53,845871.0,CAD,2024-12-31 00:00:00+0000,,,2028642.0,CAD,,CAD,13489699.0,CAD,10287015.4417,USD,-1182771.0,CAD,-1.5,,,,7.058823,,-1.861,,CAD,,,6903189.0,,-7743745.0,CAD,-7318403.0,2028642.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,103767000,-3159127.0
54,54,9573831.0,CAD,2024-12-31 00:00:00+0000,,,37632.0,CAD,,CAD,35990460.0,CAD,18547346.929709997,USD,9536199.0,CAD,-2.5,,,,2.5000002,,-1.894,,CAD,,,11764711.0,,-13340137.0,CAD,-16078038.0,37632.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,533192000,-6930585.0
55,55,7696000.0,USD,2024-12-31 00:00:00+0000,,,77193000.0,USD,,USD,65738476.0,USD,120735304.0,USD,-69497000.0,USD,-0.75,-7.5,0.008333333333333331,0.62296,0.9259259,1.144,5.899,105526000.0,USD,0.0,0.0,0.0,,-30431320.0,USD,20467000.0,77193000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,292171008,-21000376.0
56,60,1874684.0,CAD,2024-12-31 00:00:00+0000,,,150000.0,CAD,,CAD,16447360.0,CAD,10322215.370360002,USD,1724684.0,CAD,-3.0,,,,1.3432837,,-11.626,,CAD,,,1132223.0,,-5730946.0,CAD,-1430346.0,0.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,205592000,-2977469.0
57,57,128772.0,CAD,2024-12-31 00:00:00+0000,,,50000.0,CAD,,CAD,4415715.0,CAD,3040674.10673,USD,78772.0,CAD,-5.0,,,,1.1904762,,-6.418,,CAD,,,395521.0,,-834248.0,CAD,-711065.0,0.0,CAD,2025-03-27 05:34:36+0000,Yahoo Finance,98127000,-257368.0
58,58,100000.0,CAD,2024-12-31 00:00:00+0000,,,50000.0,CAD,,USD,2000000.0,CAD,1900000.0,CAD,50000.0,CAD,,,,,,,,,USD,,,,,-500000.0,CAD,-400000.0,0.0,CAD,2025-03-18 06:04:40+0000,Estimated / Corrected,40000000,
59,59,156204.0,CAD,2024-12-31 00:00:00+0000,,,425219.0,CAD,,CAD,13641031.0,CAD,9752472.351060001,USD,-269015.0,CAD,-2.75,,,,,,-7.111,,CAD,0.0,0.0,0.0,,-4083396.0,CAD,-2341858.0,425219.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,303134016,-624393.0
60,75,14810508.0,CAD,,,,,CAD,,CAD,174839856.0,CAD,112198176.17628,USD,,CAD,-11.0,,,,14.0,,-8.956,,CAD,,-229911.0,16184890.0,-16414801.0,-19291896.0,CAD,-20106864.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,253391008,-9985771.0
61,61,284287.0,CAD,2024-12-31 00:00:00+0000,,,300000.0,CAD,,CAD,32003398.0,CAD,22448918.91321,USD,-15713.0,CAD,-8.666666666666668,,,,1.9117645,,-15.003,,CAD,,,1372217.0,,-2943915.0,CAD,-2073982.0,0.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,120767000,-300819.0
62,62,877594.0,CAD,2024-12-31 00:00:00+0000,,,100000.0,CAD,,CAD,56630736.0,CAD,55753092.0,CAD,777594.0,CAD,-87.0,,,,13.181818,,-164.271,,CAD,,-29849.0,226364.0,-256213.0,-447190.0,CAD,-339397.0,0.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,32546400,-2414381.0
63,63,378634.0,USD,2024-12-31 00:00:00+0000,,,5000000.0,USD,,USD,73701760.0,USD,52903564.0,USD,-4621366.0,USD,-4.571428571428571,-32.0,,68.63128,,49.264,-7.573,1073880.0,USD,0.0,0.0,0.0,,-6119890.0,USD,-6985353.0,5000000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,115159000,
64,79,791131.0,CAD,,,,36329.0,CAD,,CAD,17222850.0,CAD,11545913.13328,USD,754802.0,CAD,-4.0,,,,2.9629629,,-8.205,,CAD,,,1622065.0,,-3431982.0,CAD,-2147137.0,36329.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,229638000,-349370.0
65,69,716522.0,CAD,2024-12-31 00:00:00+0000,,,100000.0,CAD,,CAD,9673451.0,CAD,8956929.0,CAD,616522.0,CAD,,,,,5.9459457,,,,CAD,,,1336422.0,,-1495533.0,CAD,,0.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,,
66,66,9399493.0,CAD,2024-12-31 00:00:00+0000,,,69953.0,CAD,,CAD,119594168.0,CAD,77307633.33708,USD,9329540.0,CAD,-7.8,-13.0,0.19499999999999995,,6.842105,,-9.682,0.0,CAD,0.0,0.0,0.0,,-11757080.0,CAD,-11713652.0,69953.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,314721984,-7799031.0
67,67,11172693.0,CAD,2024-12-31 00:00:00+0000,,,5000000.0,CAD,,CAD,79634624.0,CAD,51504894.443409994,USD,6172693.0,CAD,-8.5,1.4166667,0.012142857142857144,,3.7777777,,-8.218,0.0,CAD,0.0,0.0,0.0,,-4913930.0,CAD,-7753832.0,0.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,455055008,-3097218.0
68,68,348536000.0,USD,2024-12-31 00:00:00+0000,,,437883008.0,USD,,USD,6089345024.0,USD,6231326720.0,USD,-89347008.0,USD,-6.695652173913044,7.6999993,0.035813953488372095,3.201498,2.0415378,3.276,6.728,1902029952.0,USD,0.0,0.0,0.0,,-629891000.0,USD,926243968.0,437883008.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,1318040064,-59436000.0
69,73,3013737.0,CAD,,,,,CAD,,CAD,35954100.0,CAD,23094817.90293,USD,,CAD,-2.625,,,,3.0882351,,-2.118,,CAD,0.0,0.0,0.0,,-11040711.0,CAD,-14783843.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,163428000,-10371348.0
70,70,10142442.0,CAD,2024-12-31 00:00:00+0000,,,500000.0,CAD,,CAD,86475400.0,CAD,53868355.18338,USD,9642442.0,CAD,-24.0,,,,1.3872832,,-16.503,,CAD,,,734810.0,,-3890138.0,CAD,-4182340.0,0.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,329844000,-5972022.0
71,71,276743.0,CAD,,,,,CAD,,CAD,58069508.0,CAD,40519085.46915,USD,,CAD,-38.0,,,,6.229508,,,,CAD,,,2918631.0,,-2145929.0,CAD,,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,187320992,-2003081.0
72,72,467609.0,CAD,,,,,CAD,,,4896560.0,CAD,,CAD,,,,,,,0.79999995,,,,CAD,,,,,,CAD,,,CAD,2025-03-12 06:44:27+0000,Yahoo Finance,122414000,
73,77,38751.0,CAD,,,,,CAD,,CAD,44254304.0,CAD,30999966.36383,USD,,CAD,-20.75,,,,2.9432623,,-35.299,,CAD,,,781903.0,,-1354956.0,CAD,-1155086.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,98342896,-1394703.0
74,74,178952.0,CAD,,,,1254080.0,CAD,,CAD,3118260.0,CAD,2940026.26068,USD,-1075128.0,CAD,-3.5000000000000004,,,,1.4,,-5.711,,CAD,,-9262.0,957000.0,-966262.0,-1124176.0,CAD,-825246.0,1254080.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,103942000,-901194.0
75,85,1400818.0,CAD,,,,,CAD,,CAD,78518440.0,CAD,54067935.960420005,USD,,CAD,-8.625,,,,13.8,,-9.99,,CAD,,,6544737.0,,-7727746.0,CAD,-6969210.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,212212000,-4295949.0
76,76,1236861.0,CAD,,,,,CAD,,CAD,4448710.0,CAD,2251859.45239,USD,,CAD,-1.5,,,,0.3030303,,,,CAD,,,775706.0,,-1885808.0,CAD,,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,127106000,-3159312.0
77,95,1909000.0,USD,,,,173000.0,USD,,USD,66130564.0,USD,61082452.0,USD,1736000.0,USD,-12.0,,,,1.9672132,,-44.553,,USD,,,969000.0,,-2530000.0,USD,-1371000.0,173000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,183696000,-5881500.0
78,78,10782461.0,USD,,,,3170441.0,USD,,USD,128112920.0,USD,120500904.0,USD,7612020.0,USD,-1.625,,,8.552478,21.666666,8.044,-5.677,14979626.0,USD,23844678.0,-8865052.0,3358339.0,-12223391.0,12505973.0,USD,-21225760.0,3170441.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,492742016,
79,97,7949000.0,USD,,,,60036000.0,USD,,USD,51191912.0,USD,103278944.0,USD,-52087000.0,USD,-12.375,-4.5,-0.0707142857142857,0.42077157,2.25,0.849,5.504,121662000.0,USD,0.0,0.0,0.0,,-6753000.0,USD,18766000.0,60036000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,103418000,-29878750.0
80,80,269426.0,CAD,,,,124578.0,CAD,,CAD,5167525.0,CAD,5022679.0,CAD,144848.0,CAD,-1.2222222222222223,,,,2.2916667,,-2.807,,CAD,,,1960427.0,,-4313475.0,CAD,-1789509.0,124578.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,46977500,-1279690.0
81,81,608316032.0,USD,,,,21996000.0,USD,,USD,1793065728.0,USD,1216392960.0,USD,586320032.0,USD,17.06,10.402439,0.26656250000000004,1.4320776,1.0353198,0.972,3.301,1252072960.0,USD,0.0,0.0,0.0,,80394000.0,USD,368468000.0,21996000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,210207008,236586368.0
82,82,1518955.0,CAD,,,,,CAD,,CAD,38922448.0,CAD,26223962.97723,USD,,CAD,-9.5,,,,,,-7.298,,CAD,,,3154132.0,,-4048719.0,CAD,-4616972.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,185344992,-2545423.0
83,83,307646016.0,USD,2024-12-31 00:00:00+0000,,,808065984.0,USD,,USD,3880893184.0,USD,4403450880.0,USD,-500419968.0,USD,-122.37499999999999,12.551283,0.11383720930232556,7.2622323,2.2557602,8.24,35.495,534393984.0,USD,0.0,0.0,0.0,,-34509410.0,USD,124058000.0,808065984.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,396414016,124979376.0
84,84,12608000.0,CAD,,,,,CAD,,CAD,78652424.0,CAD,46304406.11064,USD,,CAD,-15.375,,,,0.5726257,,-16.308,,CAD,0.0,0.0,0.0,,-10687100.0,CAD,-4528000.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,68393400,-8252500.0
85,86,656877.0,CAD,,,,61529.0,CAD,,CAD,3288400.0,CAD,2693060.0,CAD,595348.0,CAD,-10.244172933501972,,,,6.6666665,,-4.46,,CAD,,-136801.0,412284.0,-549085.0,-321002.0,CAD,-603816.0,61529.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,164420000,153721.0
86,88,15519918.0,USD,,,,182930.0,USD,,USD,949850880.0,USD,934514048.0,USD,15336988.0,USD,-24.48,-31.384617,1.112727272727273,,54.642853,,-39.445,,USD,0.0,0.0,0.0,,-25909270.0,USD,-23691360.0,182930.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,77602200,-15037603.0
87,89,413307.0,CAD,,,,1000000.0,CAD,,CAD,8674456.0,CAD,12037350.0,CAD,-586693.0,CAD,-3.5000000000000004,,,,0.2360877,,,,CAD,,,557464.0,,-3052400.0,CAD,,1000000.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,61960400,-1958303.0
88,90,233746.0,CAD,,,,41621.0,CAD,,CAD,2895595.0,CAD,1895429.8517,USD,192125.0,CAD,-5.0,,,,1.4705882,,-14.42,,CAD,,,120763.0,,-259179.0,CAD,-187477.0,41621.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,57911900,-87690.0
89,91,1442279.0,CAD,,,,1132500.0,CAD,,CAD,4350960.0,CAD,2833312.41091,USD,309779.0,CAD,-0.8333333333333334,,,,2.777778,,-0.981,,CAD,,,4845675.0,,-5450942.0,CAD,-5228278.0,1132500.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,217548000,-1991612.0
90,92,938346.0,CAD,,,,,CAD,,CAD,17343420.0,CAD,11501761.43214,USD,,CAD,-17.5,,,,0.98039216,,-17.104,,CAD,,,1267651.0,,-876306.0,CAD,-959163.0,,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,49552600,-431054.0
91,96,1668307.0,CAD,,,,,CAD,,CAD,27181128.0,CAD,17887293.931309998,USD,,CAD,-8.5,,,,1.328125,,,,CAD,,,2458051.0,,-2002819.0,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,319777984,-1510610.0
92,94,3505.0,CAD,,,,1281342.0,CAD,,CAD,647542.0,CAD,1349902.47069,USD,-1277837.0,CAD,-0.5,,,,,,-3.907,,CAD,,,480030.0,,-772733.0,CAD,-492857.0,1281342.0,CAD,2025-03-27 05:34:37+0000,Yahoo Finance,43169500,-87540.0
93,99,19630.0,CAD,,,,842412.0,CAD,,CAD,19754300.0,CAD,14426797.96102,USD,-822782.0,CAD,-19.0,-9.5,-0.19,,0.95477384,,,,CAD,0.0,0.0,0.0,,-905960.0,CAD,,842412.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,103970000,123909.0
94,100,131093000.0,USD,,,,421279008.0,USD,,USD,2659909120.0,USD,2950095104.0,USD,-290186008.0,USD,52.0,7.2558136,0.08432432432432431,4.540156,2.7272725,5.035,14.075,585862976.0,USD,0.0,0.0,0.0,,49416610.0,USD,209604992.0,421279008.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,852534976,-252251376.0
95,101,3139208.0,AUD,,,,,AUD,,AUD,87878952.0,CAD,59540934.75672,USD,,AUD,-2.0,,,,1.1363636,,-3.207,,AUD,0.0,0.0,0.0,,-13500300.0,AUD,-8167551.0,,AUD,2025-03-27 05:34:38+0000,Yahoo Finance,849232000,-8190077.0
96,98,539268.0,USD,,,,,USD,,USD,15641859.0,USD,15102598.0,USD,,USD,-3.25,,,,64.99999,,-7.844,,USD,,,1818071.0,,-1937742.0,USD,-1925443.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,240644000,-856678.0
97,105,117605.0,CAD,,,,,CAD,,CAD,79944672.0,CAD,55967554.94437,USD,,CAD,-14.749999999999998,,,,1.8553458,,,,CAD,,,1971015.0,,-2901489.0,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,290708000,-5175328.0
98,103,14356110.0,CAD,,,,,CAD,,,11591501.0,CAD,,CAD,,,,,,,0.43378997,,,,CAD,,,,,,CAD,-2744968.0,,CAD,2025-03-12 06:45:09+0000,Yahoo Finance,61007900,
99,112,1671861.0,CAD,,,,,CAD,,CAD,23074624.0,CAD,15005691.166930001,USD,,CAD,-3.0833333333333335,,,,12.333334,,-2.7,,CAD,,,5764465.0,,-6214287.0,CAD,-6702501.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,131855000,-3743057.0
100,102,41952456.0,USD,,,,579614.0,USD,,USD,224514640.0,USD,151780960.0,USD,41372842.0,USD,7.388889,7.6000004,-2.6600000399999977,0.810814,1.9630997,0.548,4.814,276900288.0,USD,0.0,0.0,0.0,,15068340.0,USD,31532196.0,579614.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,42202000,18157300.0
101,107,634830016.0,USD,,,,13521000.0,USD,,USD,3168547072.0,USD,2577217280.0,USD,621309016.0,USD,9.5206175,8.357466,0.6840739981481482,5.2200804,2.536391,4.246,7.992,606992000.0,USD,0.0,0.0,0.0,,243240000.0,USD,322456000.0,13521000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,171551008,23796250.0
102,104,,CAD,,,,,CAD,,CAD,16440380.0,CAD,11526514.821800001,USD,,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,,
103,113,33614648.0,CAD,,,,337939.0,CAD,,CAD,812936256.0,CAD,546627104.99717,USD,33276709.0,CAD,-50.0,-100.0,1.0,,6.802721,,-38.989,,CAD,0.0,0.0,0.0,,-41095770.0,CAD,-19688856.0,337939.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,400460992,-23752336.0
104,106,34177600.0,CAD,,,,,CAD,,CAD,342622336.0,CAD,216253688.85696,USD,,CAD,-16.428571428571427,-19.166666,1.149999999999999,,3.5825543,,-12.831,,CAD,0.0,0.0,0.0,,-14308580.0,CAD,-25769906.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,317243008,-8975213.0
105,111,2485698.0,CAD,,,,,CAD,,CAD,8251794.0,CAD,4042667.56656,USD,,CAD,-34.340440979454954,,,,1.3978493,,,,CAD,,,166345.0,,-231394.0,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,61124400,-496324.0
106,108,48378.0,CAD,,,,728259.0,CAD,,CAD,25158980.0,CAD,18115883.83571,USD,-679881.0,CAD,-6.0,,,,1.9354838,,,,CAD,0.0,0.0,0.0,,-3108388.0,CAD,,728259.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,218774000,-339592.0
107,109,1488697.0,CAD,,,,91887.0,CAD,,CAD,35623100.0,CAD,34226316.0,CAD,1396810.0,CAD,-21.919925274452094,,,,0.85470086,,-25.325,,CAD,,,1172134.0,,-1625147.0,CAD,-1351499.0,91887.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,356231008,-3455851.0
108,110,4488068.0,CAD,,,,,CAD,,CAD,22515480.0,CAD,12639198.82732,USD,,CAD,-23.850649986535117,,,,1.4673914,,-18.967,,CAD,,,821638.0,,-980328.0,CAD,-996145.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,173196000,-1090856.0
109,140,838418.0,CAD,,,,,CAD,,CAD,2819569.0,CAD,3713650.0,CAD,,CAD,-16.5,,,,1.1,,,,CAD,,,123498.0,,-154493.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,17088300,-79551.0
110,116,107504000.0,USD,,,,120236000.0,USD,,USD,1809495040.0,USD,1817520128.0,USD,-12732000.0,USD,-36.21052631578947,17.641027,0.11862068965517239,8.314203,3.7249594,8.351,45.853,217639008.0,USD,0.0,0.0,0.0,,-45442850.0,USD,39638000.0,120236000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,262324000,-124701128.0
111,129,995729024.0,USD,2024-12-31 00:00:00+0000,,,930147968.0,USD,,USD,4533471744.0,USD,4452128768.0,USD,65581056.0,USD,10.533334,8.883534,0.5671795230769229,3.427746,1.1614597,3.366,6.64,1322580992.0,USD,0.0,0.0,0.0,,289121000.0,USD,670492992.0,930147968.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,204948992,-65924624.0
112,114,5988000.0,USD,,,,19805000.0,USD,,USD,324407168.0,USD,338223616.0,USD,-13817000.0,USD,132.00002,16.500002,0.1885714571428571,21.97285,1.6603774,22.909,55.592,14764000.0,USD,0.0,0.0,0.0,,1796000.0,USD,6084000.0,19805000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,245763008,6959250.0
113,115,1224784.0,CAD,,,,13791.0,CAD,,CAD,9481437.0,CAD,5798490.9928399995,USD,1210993.0,CAD,-1.06,,,,0.5076628,,-2.017,,CAD,,,1418274.0,,-10250141.0,CAD,-4647234.0,13791.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,41223600,-6623794.0
114,120,1485004.0,CAD,,,,99969.0,CAD,,CAD,97168704.0,CAD,67154888.17259,USD,1385035.0,CAD,-9.307692307692307,-13.444445,0.3024999999999999,,1.7485551,,-44.676,,CAD,0.0,0.0,0.0,,-17006340.0,CAD,-2257450.0,99969.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,84494496,-3953945.0
115,118,889569.0,CAD,,,,100000.0,CAD,,CAD,23133708.0,CAD,15665699.29429,USD,789569.0,CAD,-7.5,,,,5.597015,,12.698,,CAD,,-132948.0,453746.0,-586694.0,-2399249.0,CAD,1689527.0,100000.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,59317200,-68313.0
116,135,953631.0,USD,,,,5168816.0,USD,,USD,55139700.0,USD,59355080.0,USD,-4215185.0,USD,46.5,,,6.8794193,3.141892,7.405,14.092,8015168.0,USD,0.0,0.0,0.0,,1012871.0,USD,4211917.0,5168816.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,118580000,-3500802.0
117,121,32807000.0,USD,,,,34550000.0,USD,,USD,296036256.0,USD,292240448.0,USD,-1743000.0,USD,-66.75,66.75,0.33375,10.785349,2.5501432,10.647,39.007,27448000.0,USD,0.0,0.0,0.0,,-3288000.0,USD,7492000.0,34550000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,110875000,-1936250.0
118,122,244247.0,CAD,,,,598792.0,CAD,,CAD,4792742.0,CAD,3608814.38857,USD,-354545.0,CAD,-3.0999999999999996,,,,0.14650284,,-3.643,,CAD,,,624350.0,,-1298154.0,CAD,-1296676.0,598792.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,28192600,
119,123,10259050.0,CAD,,,,,CAD,,CAD,16107980.0,CAD,4100743.3122999994,USD,,CAD,2.5,0.07861635,0.0008116883116883117,1.6227111,1.0,0.465,-6.222,8863023.0,CAD,7436763.0,1426260.0,507434.0,918826.0,6463590.0,CAD,-662639.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,115057000,-367031.0
120,124,4555991.0,CAD,,,,,CAD,,CAD,48704108.0,CAD,30952686.309869997,USD,,CAD,-8.666666666666668,,,,13.0,,-7.982,,CAD,,-70937.0,4731920.0,-4802857.0,-4520399.0,CAD,-5774915.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,194816992,-2314885.0
121,125,245471008.0,USD,2024-12-31 00:00:00+0000,,,1530055040.0,USD,,USD,4546948096.0,USD,5831531008.0,USD,-1284584032.0,USD,9.231482,6.559211,0.22659092181818186,3.0030303,1.3359239,3.851,13.259,1514119936.0,USD,0.0,0.0,0.0,,339287000.0,USD,439824992.0,1530055040.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,456063008,133048376.0
122,126,,CAD,,,,,CAD,,CAD,7417838.0,CAD,5200720.40018,USD,,CAD,3.3750002,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,57060300,
123,127,2542997.0,CAD,,,,,CAD,,CAD,289164704.0,CAD,200953344.99477,USD,,CAD,-27.333333333333332,,,,5.125,,-45.98,,CAD,,,2410834.0,,-7410971.0,CAD,-6233645.0,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,352640000,-12280984.0
124,128,2175746.0,CAD,,,,,CAD,,CAD,44116076.0,CAD,41940364.0,CAD,,CAD,-6.0,-8.0,0.23999999999999994,,9.599999,,-7.625,,CAD,0.0,0.0,0.0,,-5455505.0,CAD,-5500437.0,,CAD,2025-03-18 05:40:30+0000,Yahoo Finance,183816992,-1672370.0
125,132,3584.0,CAD,2024-12-31 00:00:00+0000,,,500000.0,CAD,,,17983050.0,CAD,18070679.0,CAD,-496416.0,CAD,,,,,,,,0.0,CAD,0.0,0.0,0.0,,-13667060.0,CAD,-2366791.0,91213.0,CAD,2025-03-12 05:44:48+0000,Yahoo Finance,359660992,
126,130,268638.0,CAD,,,,134433.0,CAD,,CAD,5603892.0,CAD,3834852.25257,USD,134205.0,CAD,-3.5,,,,1.3999999,,-15.55,,CAD,,,264839.0,,-1805971.0,CAD,-351749.0,134433.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,53370400,174710.0
