financial_id,company_id,cash_value,cash_currency,cash_date,investments_json,hedgebook,liabilities,liabilities_currency,other_financial_assets,other_financial_assets_currency,market_cap_value,market_cap_currency,enterprise_value_value,enterprise_value_currency,net_financial_assets,net_financial_assets_currency,trailing_pe,forward_pe,peg_ratio,price_to_sales,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,revenue_value,revenue_currency,cost_of_revenue,gross_profit,operating_expense,operating_income,net_income_value,net_income_currency,ebitda,debt_value,debt_currency,last_updated,data_source,shares_outstanding,free_cash_flow
504,316,1433294.0,CAD,,,,,CAD,,CAD,18252476.0,CAD,12755385.0,CAD,,CAD,-0.5789473684210527,,,,0.5970149,,-11.704,,CAD,,,1126178.0,,-1094900.0,CAD,-1089817.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,41482900,-716964.0
505,317,964745.0,CAD,,,,,CAD,,CAD,7163480.0,CAD,4345995.09585,USD,,CAD,10.0,,,,6.666667,,-2.324,,CAD,,,2475202.0,,1209979.0,CAD,-2667721.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,71634800,-1603668.0
506,318,887299968.0,USD,2024-12-31 00:00:00+0000,,,826899968.0,USD,,USD,13816329216.0,USD,13768264704.0,USD,60400000.0,USD,84.77779,21.800001,0.2934615807692308,4.9013195,2.9445817,4.884,15.155,2818899968.0,USD,0.0,0.0,0.0,,111500000.0,USD,908499968.0,826899968.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,362158016,666787520.0
507,320,155473.0,CAD,,,,47500.0,CAD,,CAD,21889030.0,CAD,15270916.87327,USD,107973.0,CAD,-17.5,,,,5.0,,-28.371,,CAD,,,324171.0,,-1376706.0,CAD,-790413.0,47500.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,128759000,-977334.0
508,333,377637.0,CAD,,,,8322.0,CAD,,CAD,3044398.0,CAD,1875527.4421299999,USD,369315.0,CAD,-0.7749999999999999,-1.7222222,0.014090909090909088,,0.49363056,,-0.677,,CAD,0.0,0.0,0.0,,-7799250.0,CAD,-3439499.0,8322.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,17396500,-3539358.0
509,322,3490.0,CAD,,,,484569.0,CAD,,CAD,6919980.0,CAD,5188956.47549,USD,-481079.0,CAD,-18.369339466374456,,,,5.0,,-49.994,,CAD,,,118271.0,,-313928.0,CAD,-124805.0,484569.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,230666000,-252435.0
510,323,142000.0,USD,,,,42435000.0,USD,,USD,18602040.0,CAD,55335076.2644,USD,-42293000.0,USD,-0.8750000000000001,,,1.9710324,11.666667,6.867,-10.62,8258000.0,USD,0.0,0.0,0.0,,728600.0,USD,-5340000.0,42435000.0,USD,2025-03-27 05:34:44+0000,Yahoo Finance,465051008,-5346250.0
511,328,646951.0,CAD,,,,4270810.0,CAD,,CAD,11280560.0,CAD,10449637.20509,USD,-3623859.0,CAD,-1.3333333333333335,,,,,,-8.391,,CAD,,,1814130.0,,2437016.0,CAD,-1776258.0,4270810.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,141007008,-1328691.0
512,325,487868.0,CAD,,,,,CAD,,CAD,5108166.0,CAD,3239337.1307800002,USD,,CAD,-2.25,,,,2.2500002,,-2.327,,CAD,,,1831316.0,,-1645960.0,CAD,-1985170.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,56757400,-1156902.0
513,326,3870288.0,CAD,,,,,CAD,,CAD,21811000.0,CAD,12578412.59032,USD,,CAD,-3.25,,,,6.190476,,-3.154,,CAD,,,2469106.0,,-5782270.0,CAD,-5965714.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,174488000,-382586.0
514,327,44545.0,CAD,,,,,CAD,,CAD,3258675.0,CAD,3214134.0,CAD,,CAD,-0.8333333333333334,,,,,,,,CAD,,-9200.0,72954.0,-82154.0,-3398013.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,130347000,2982795.0
515,332,952425.0,CAD,,,,,CAD,,CAD,15197131.0,CAD,9987105.823660001,USD,,CAD,-18.0,,,,18.000002,,-28.442,,CAD,,,417253.0,,-656214.0,CAD,-509771.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,43420400,-521498.0
516,329,1799112.0,CAD,,,,,CAD,,CAD,8015099.0,CAD,4358090.645570001,USD,,CAD,-1.0,,,,0.6486486,,-1.737,,CAD,,-7677.0,2393023.0,-2400700.0,-4189499.0,CAD,-2857567.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,56350700,-1069041.0
517,330,1566503.0,CAD,,,,11380750.0,CAD,,CAD,30860056.0,CAD,40674324.0,CAD,-9814247.0,CAD,-4.5,,,,45.0,,-17.514,,CAD,,,4076347.0,,-4401972.0,CAD,-2322430.0,11380750.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,685779008,-4189458.0
518,331,28674352.0,CAD,,,,442554.0,CAD,,CAD,361051008.0,CAD,233342876.3231,USD,28231798.0,CAD,-13.399999999999999,-25.125,0.28714285714285714,,16.47541,,-9.967,0.0,CAD,0.0,0.0,0.0,,-25403250.0,CAD,-33699016.0,442554.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,182232000,-13644638.0
519,336,4809059.0,CAD,,,,,CAD,,CAD,14340370.0,CAD,9531290.0,CAD,,CAD,-5.5,,,,2.6190476,,-10.101,,CAD,,-140139.0,743453.0,-883592.0,769112.0,CAD,-943557.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,130367000,-1994237.0
520,345,498543.0,CAD,,,,166090.0,CAD,,CAD,4109310.0,CAD,2647992.2112700003,USD,332453.0,CAD,-1.4999999999999998,,,,0.6097561,,,,CAD,,,1534793.0,,-2137672.0,CAD,,166090.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,54790800,-2188033.0
521,334,628465024.0,USD,2024-12-31 00:00:00+0000,,,2795000.0,USD,,USD,3938156288.0,USD,3522784512.0,USD,625670024.0,USD,8.441176,9.566666,-0.7174999599999995,3.5205297,2.3563216,3.149,5.364,1118626048.0,USD,0.0,0.0,0.0,,478346900.0,USD,656747008.0,2795000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,1372179968,344781632.0
522,335,19056584.0,CAD,,,,86319.0,CAD,,CAD,234936528.0,CAD,151416106.65193,USD,18970265.0,CAD,-10.466666666666667,-17.444445,0.26166666666666666,,7.7339907,,-9.921,,CAD,0.0,0.0,0.0,,-17971330.0,CAD,-21749704.0,86319.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,148694000,-10754308.0
523,365,401316.0,CAD,,,,,CAD,,CAD,14369359.0,CAD,9793134.627729999,USD,,CAD,-8.0,,,,0.79207915,,-9.789,,CAD,,,1020394.0,,-1322872.0,CAD,-1426879.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,179616992,-2996092.0
524,337,141457.0,CAD,,,,,CAD,,CAD,13812800.0,CAD,9585115.290730001,USD,,CAD,-3.258482401628406,,,400.4705102717031,,395.7838966202783,-14.64,30180.0,CAD,0.0,0.0,0.0,,-3709150.0,CAD,-815907.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,172660000,-423330.0
525,338,,CAD,,,,,CAD,,CAD,19725312.0,CAD,13829613.49632,USD,,CAD,-5.055555555555556,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,37933300,
526,339,1590763.0,CAD,,,,19466.0,CAD,,CAD,37086868.0,CAD,24900321.98381,USD,1571297.0,CAD,-12.799999999999999,,,,13.913043,,-14.876,,CAD,,,2525958.0,,-2389939.0,CAD,-2466630.0,19466.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,58868000,-1617280.0
527,340,936136.0,CAD,,,,277901.0,CAD,,CAD,7528313.0,CAD,4816680.38658,USD,658235.0,CAD,-0.35526315789473684,,,,0.5018588,,-0.776,,CAD,,,10055953.0,,-9955029.0,CAD,-8189356.0,277901.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,47223200,-7190030.0
528,341,4796529.0,CAD,,,,3500.0,CAD,,CAD,49483280.0,CAD,31332781.87861,USD,4793029.0,CAD,-25.4,,,,9.844961,,,,CAD,,,688664.0,,-1496540.0,CAD,,3500.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,41935000,-485173.0
529,342,70457224.0,CAD,,,,38196120.0,CAD,,CAD,472987296.0,CAD,308997540.47312,USD,32261104.0,CAD,-7.638888888888889,137.5,0.07236842105263158,3.0204265,1.7048976,2.507,4.399,152709056.0,CAD,0.0,0.0,0.0,,-6637040.0,CAD,87028288.0,38196120.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,167726000,86803504.0
530,343,519716.0,USD,,,,190183.0,USD,,USD,28516278.0,USD,28186726.0,USD,329533.0,USD,-26.0,,,,2.3423421,,-30.983,,USD,,,826200.0,,-1150144.0,USD,-909743.0,190183.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,109678000,-2186753.0
531,344,4583576.0,CAD,,,,,CAD,,CAD,102658504.0,CAD,68761312.77008,USD,,CAD,-56.91321353728297,0.077830195,0.0007772389937703537,,2.1290324,,-63.546,,CAD,0.0,0.0,0.0,,-1984150.0,CAD,-1595957.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,342195008,-3960568.0
532,348,901531.0,CAD,,,,21221.0,CAD,,CAD,17722816.0,CAD,11808449.381660001,USD,880310.0,CAD,-8.0,,,,14.545454,,-14.12,,CAD,,,1076079.0,,-1541565.0,CAD,-1154814.0,21221.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,107411000,-933159.0
533,346,538699.0,CAD,,,,,CAD,,CAD,5425084.0,CAD,3425893.38735,USD,,CAD,-1.35,,,,1.2053572,,-2.172,,CAD,,,1329725.0,,-2112719.0,CAD,-1859683.0,,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,33906800,-638714.0
534,347,39699.0,CAD,,,,75952.0,CAD,,CAD,5275640.0,CAD,3724221.3012300003,USD,-36253.0,CAD,-12.729464495979185,,,,,,-15.877,,CAD,0.0,0.0,0.0,,-518054.0,CAD,-417647.0,75952.0,CAD,2025-03-27 05:34:44+0000,Yahoo Finance,263782000,34975.0
535,366,,CAD,,,,,CAD,,CAD,29122272.0,CAD,20417916.12192,USD,,CAD,-6.142857142857142,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,74672496,
536,349,12292.0,CAD,,,,,CAD,,CAD,3014352.0,CAD,2104774.2865999998,USD,,CAD,-6.0,,,,1.1538461,,,,CAD,,,230213.0,,-322686.0,CAD,,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,50239200,-242365.0
537,350,14395235.0,USD,,,,345060.0,USD,,USD,339443200.0,USD,325392928.0,USD,14050175.0,USD,-11.428571428571429,-20.0,0.26666666666666666,,3.2388666,,-33.391,,USD,0.0,0.0,0.0,,-16731120.0,USD,-9744872.0,345060.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,424304000,-6599803.0
538,351,417874.0,CAD,,,,,CAD,,CAD,19329520.0,CAD,13259144.12706,USD,,CAD,-116.49168432702855,,,,0.51829267,,,,CAD,,,292956.0,,-201487.0,CAD,,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,276136000,-154498.0
539,352,17796.0,CAD,,,,890000.0,CAD,,CAD,4081000.0,CAD,3472740.8564400002,USD,-872204.0,CAD,-0.75,,,,,,,,CAD,,,880152.0,,-6868516.0,CAD,,890000.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,163240000,1752484.0
540,353,2282300.0,CAD,,,,159469.0,CAD,,CAD,5061948.0,CAD,2939114.0,CAD,2122831.0,CAD,-4.0,,,,0.77922076,,-3.555,,CAD,,,1030693.0,,-849979.0,CAD,-826686.0,159469.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,42182900,-980160.0
541,354,289055.0,CAD,,,,626113.0,CAD,,CAD,13931400.0,CAD,10003758.58838,USD,-337058.0,CAD,6.0,,,185752.0,0.6521739,82809.1,-9.245,75.0,CAD,24000.0,-23925.0,1003818.0,-1027743.0,1469747.0,CAD,-671802.0,626113.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,232190000,2097415.0
542,355,1281773.0,CAD,,,,1271277.0,CAD,,CAD,29996050.0,CAD,21023171.764939997,USD,10496.0,CAD,-8.0,,,,,,,,CAD,0.0,0.0,0.0,,-16782370.0,CAD,,1271277.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,428515008,-2169008.0
543,367,1500000.0,CAD,,,,,CAD,,,8000000.0,CAD,6700000.0,CAD,1300000.0,CAD,,,,,22.5,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:00:06,Yahoo Finance,,
544,357,7467688.0,CAD,,,,227912.0,CAD,,CAD,35076240.0,CAD,19516423.27504,USD,7239776.0,CAD,-2.875,-5.75,0.0575,,5.0,,-2.292,,CAD,0.0,0.0,0.0,,-10752088.0,CAD,-11507817.0,227912.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,292302016,-6290180.0
545,358,129942.0,CAD,,,,61092.0,CAD,,CAD,4577166.0,CAD,3160825.43076,USD,68850.0,CAD,-0.6,,,,1.8556701,,-1.856,,CAD,,,695644.0,,-7262556.0,CAD,-3387443.0,61092.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,25428700,402657.0
546,359,5196925.0,CAD,,,,,CAD,,CAD,11591443.0,CAD,6817327.0,CAD,,CAD,-7.75,,,,0.96875,,-6.284,,CAD,,-5129.0,9242.0,-14371.0,-1307026.0,CAD,-1084848.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,74783504,-3120963.0
547,360,1920473.0,CAD,,,,200000.0,CAD,,CAD,10730850.0,CAD,6317265.41847,USD,1720473.0,CAD,-1.4999999999999998,,,,7.5000005,,-2.938,,CAD,,,550823.0,,-3021704.0,CAD,-3066386.0,200000.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,143078000,-1737688.0
548,361,259634.0,CAD,,,,,CAD,,CAD,15605800.0,CAD,10759350.444260001,USD,,CAD,-0.7777777777777779,,,,0.9210527,,-2.776,,CAD,,-31763.0,6361890.0,-6393653.0,-5667459.0,CAD,-5527411.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,222940000,-4573162.0
549,362,2863569.0,CAD,,,,13463.0,CAD,,CAD,16666201.0,CAD,9686602.36545,USD,2850106.0,CAD,-3.071428571428571,,,,2.311828,,-2.735,,CAD,,,6069291.0,,-5782685.0,CAD,-6254090.0,13463.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,92590000,-3046139.0
550,363,55767.0,CAD,,,,183948.0,CAD,,CAD,7530810.0,CAD,5369795.18001,USD,-128181.0,CAD,-2.166666666666667,,,,1.0833334,,-2.927,,CAD,,-165000.0,2157301.0,-2322301.0,-2758627.0,CAD,-2432600.0,183948.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,107583000,-1029820.0
551,364,2890569.0,USD,,,,739971.0,USD,,USD,39502800.0,CAD,25545210.108,USD,2150598.0,USD,-2.5,,,1482.3352,5.0,1286.905,-5.263,19035.0,USD,0.0,0.0,0.0,,-111050740.0,USD,-4654661.0,739971.0,USD,2025-03-27 05:34:45+0000,Yahoo Finance,1128649984,-2874938.0
552,368,6966078.0,CAD,,,,,CAD,,CAD,37945620.0,CAD,21720066.69162,USD,,CAD,-6.011535764728775,,,,3.0769231,,-3.56,,CAD,,,5516741.0,,-7153752.0,CAD,-5620498.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,63242700,-4762429.0
553,384,1361181.0,CAD,,,,,CAD,,CAD,7915575.0,CAD,4595351.17734,USD,,CAD,-3.0,,,,,,,,CAD,,,2753458.0,,-3020120.0,CAD,,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,316623008,-54527.0
554,389,47066764.0,CAD,,,,,CAD,,CAD,938382976.0,CAD,624910709.3953199,USD,,CAD,-153.0,-91.8,-2.2949999999999995,,5.128492,,-117.322,,CAD,0.0,0.0,0.0,,-13099970.0,CAD,-8057877.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,216216992,-36801292.0
555,387,1752944.0,CAD,,,,,CAD,,CAD,3835006.0,CAD,2082063.0,CAD,,CAD,-1.0833333333333335,,,1891.9615,3.6111112,1027.165,,2027.0,CAD,0.0,2027.0,2552712.0,-2550685.0,-2840156.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,59000100,-1523265.0
556,369,1073596.0,CAD,,,,,CAD,,CAD,78048744.0,CAD,53968046.01428,USD,,CAD,-3.35,-33.5,0.037222222222222226,,1.9252875,,-9.972,,CAD,0.0,0.0,0.0,,-8594520.0,CAD,-6530212.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,197592000,-4361390.0
557,370,200000.0,CAD,,,,,CAD,,,3000000.0,CAD,2850000.0,CAD,150000.0,CAD,,,,,1.5833334,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:00:12,Yahoo Finance,,
558,371,10264455.0,CAD,,,,55053.0,CAD,,CAD,26569600.0,CAD,11470298.419780001,USD,10209402.0,CAD,-1.9,,,,2.317073,,-2.721,,CAD,,,2004466.0,,-12648058.0,CAD,-5524222.0,55053.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,265696000,263479.0
559,372,1316899.0,CAD,,,,,CAD,,CAD,8817774.0,CAD,5258938.47125,USD,,CAD,-2.7500000000000004,,,,0.32512316,,,,CAD,,,725909.0,,-582423.0,CAD,,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,24838800,-3627610.0
560,373,3951000.0,CAD,,,,499000.0,CAD,,CAD,9360890.0,CAD,6577527.0,CAD,3452000.0,CAD,-4.666666666666667,-1.4,-0.02,0.31311512,0.24911033,0.22,2.484,29896000.0,CAD,0.0,0.0,0.0,,-5256000.0,CAD,2648000.0,499000.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,66863500,-152000.0
561,374,,CAD,,,,,CAD,,CAD,111201368.0,CAD,,CAD,,CAD,-28.999999999999996,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,383452992,
562,375,239676.0,CAD,,,,3196872.0,CAD,,CAD,15018450.0,CAD,12602905.16706,USD,-2957196.0,CAD,-3.6999999999999997,,,,,,-5.074,,CAD,0.0,0.0,0.0,,-2270150.0,CAD,-3217198.0,3196872.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,72252400,-1276020.0
563,376,6167844.0,CAD,,,,,CAD,,CAD,47471444.0,CAD,28958366.996,USD,,CAD,16.5,,,,6.0365853,,-5.452,,CAD,,,7451550.0,,-4455055.0,CAD,-7943174.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,49969900,3154982.0
564,377,18242000.0,USD,,,,18497000.0,USD,,USD,202837920.0,USD,203092656.0,USD,-255000.0,USD,0.9193548,,,0.7833576,1.3801453,0.784,4.983,258934000.0,USD,0.0,0.0,0.0,,16148000.0,USD,40754000.0,18497000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,355856000,-22259250.0
565,378,81674.0,CAD,,,,,CAD,,CAD,2304928.0,CAD,2223254.0,CAD,,CAD,-2.0,,,75.44526,,72.772,,30551.0,CAD,45389.0,-14838.0,338484.0,-353322.0,-315505.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,57623200,-223444.0
566,379,56231000.0,CAD,,,,507604000.0,CAD,,CAD,1701762560.0,CAD,1509584872.4716,USD,-451373000.0,CAD,-113.40000000000002,-45.972973,-0.7731818181818182,,1.7818983,,-105.743,0.0,CAD,0.0,0.0,0.0,,-7394000.0,CAD,-18903000.0,507604000.0,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,100134000,-184252624.0
567,380,2010474.0,CAD,,,,,CAD,,CAD,944112.0,CAD,-747637.0618200001,USD,,CAD,-0.08888888888888889,,,,0.495356,,0.422,,CAD,,,1121008.0,,-12077557.0,CAD,-2294409.0,,CAD,2025-03-27 05:34:45+0000,Yahoo Finance,6511120,3418333.0
568,381,133460.0,CAD,,,,60246.0,CAD,,CAD,8302000.0,CAD,5769284.1524600005,USD,73214.0,CAD,-4.0,,,,,,,,CAD,,-6500.0,527468.0,-533968.0,-602711.0,CAD,,60246.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,207550000,-326050.0
569,382,50406776.0,CAD,,,,38877.0,CAD,,CAD,1339467264.0,CAD,903800455.79515,USD,50367899.0,CAD,-44.26315789473684,-60.071426,1.6820000000000004,,22.131578,,-30.194,,CAD,0.0,0.0,0.0,,-23945920.0,CAD,-42484124.0,38877.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,158516992,-21091088.0
570,383,681304.0,CAD,,,,8514648.0,CAD,,CAD,17523110.0,CAD,17777663.463940002,USD,-7833344.0,CAD,22.0,,,,0.77464783,,-52.87,,CAD,,,9625005.0,,502837.0,CAD,-479598.0,8514648.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,79650496,83344.0
571,408,593045.0,CAD,,,,4427720.0,CAD,,CAD,25865124.0,CAD,20822826.07689,USD,-3834675.0,CAD,-11.0,-2.75,-0.03666666666666667,,,,-12.615,,CAD,,,2119279.0,,-3344140.0,CAD,-2108260.0,4427720.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,206920992,-873602.0
572,385,78271.0,USD,,,,1471421.0,USD,,USD,11120805.0,USD,12465951.0,USD,-1393150.0,USD,-1.4166666666666667,,,0.21375475723676624,0.93406594,0.23961002191212086,-3.623,52026000.0,USD,0.0,0.0,0.0,,-20139000.0,USD,-3440341.0,1471421.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,130833000,-1388861.0
573,386,496238.0,CAD,,,,,CAD,,CAD,8926200.0,CAD,5910330.65782,USD,,CAD,-2.75,,,,,,-3.037,,CAD,,,2378521.0,,-2822920.0,CAD,-2530754.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,148770000,-1384754.0
574,411,7841.0,CAD,,,,,CAD,,CAD,5694290.0,CAD,3986826.25839,USD,,CAD,-24.274957227549436,,,,0.8108108,,-26.599,,CAD,,,227382.0,,-201064.0,CAD,-183198.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,162694000,-180585.0
575,388,4471220.0,CAD,,,,,CAD,,CAD,11147351.0,CAD,6747607.0,CAD,,CAD,-5.0,,,,1.0204082,,-2.78,,CAD,,16062.0,869384.0,-853322.0,-1462617.0,CAD,-2427431.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,222947008,-1332666.0
576,409,1948272.0,CAD,,,,,CAD,,CAD,13009760.0,CAD,7755319.851679999,USD,,CAD,-2.0,,,,1.9047619,,-2.928,,CAD,,,3607751.0,,-4701758.0,CAD,-3777547.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,325244000,-2187769.0
577,390,10173114.0,CAD,,,,,CAD,,CAD,131058800.0,CAD,118851600.0,CAD,,CAD,-20.25,,,,3.319672,,,,CAD,,,1731746.0,,-2285111.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,323601984,-6094500.0
578,391,120864000.0,USD,,,,990000.0,USD,,USD,2239326720.0,USD,2054972032.0,USD,119874000.0,USD,18.304878,17.658823,5.003333319999995,8.052873,4.8078156,7.39,11.983,278078016.0,USD,0.0,0.0,0.0,,157260360.0,USD,171492992.0,990000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,149188992,42432000.0
579,392,298433.0,CAD,,,,55598.0,CAD,,CAD,2025530.0,CAD,1249865.29145,USD,242835.0,CAD,-4.0,,,,0.6060606,,-5.838,,CAD,,,65005.0,,-116232.0,CAD,-354944.0,55598.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,57872300,-925500.0
580,393,86127000.0,CAD,,,,17420000.0,CAD,,CAD,1652017536.0,CAD,1110074849.89496,USD,68707000.0,CAD,-8.131578947368421,-44.142857,0.0996774193548387,,18.349169,,-10.705,,CAD,0.0,0.0,0.0,,-108980000.0,CAD,-148668000.0,17420000.0,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,114326000,-87021000.0
581,394,173571.0,CAD,,,,,CAD,,CAD,7695056.0,CAD,5273388.34835,USD,,CAD,-0.7727272727272728,,,,170.0,,,,CAD,,-62408.0,3620480.0,-3682888.0,-4416367.0,CAD,,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,41594900,-1776269.0
582,395,28906000.0,USD,,,,600000.0,USD,,USD,376265984.0,USD,344846848.0,USD,28306000.0,USD,2.2727273,-8.695652,-0.018018018234234233,,1.5048909,,-11.383,,USD,0.0,0.0,0.0,,111572696.0,USD,-30294584.0,600000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,188132992,-38913724.0
583,396,7882000.0,USD,,,,60000.0,USD,,USD,77556480.0,USD,65472576.0,USD,7822000.0,USD,-9.499999999999998,-19.0,0.18999999999999997,,3.2312925,,-11.511,,USD,0.0,0.0,0.0,,-4810000.0,USD,-5688000.0,60000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,81638400,-2395875.0
584,397,3047001.0,CAD,,,,,CAD,,CAD,13620576.0,CAD,7413239.16825,USD,,CAD,-23.0,,,,0.7641196,,-13.432,,CAD,,,1074859.0,,-726108.0,CAD,-744948.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,56752400,-2271647.0
585,398,5703394.0,CAD,,,,,CAD,,CAD,120465624.0,CAD,80460947.0753,USD,,CAD,-38.5,-12.833333,-0.19250000000000006,,1.7420814,,-34.43,0.0,CAD,0.0,0.0,0.0,,-3163980.0,CAD,-3916317.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,365048000,-10475239.0
586,399,335752.0,USD,,,,5314307.0,USD,,USD,89286944.0,USD,94265488.0,USD,-4978555.0,USD,-8.285714285714285,,,35.213104,3.5802467,37.177,-19.463,2535617.0,USD,0.0,0.0,0.0,,-54974690.0,USD,-4843201.0,5314307.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,153943008,-5577938.0
587,400,1888295.0,CAD,,,,,CAD,,CAD,6652546.0,CAD,3340264.01861,USD,,CAD,-0.95,,,,2.375,,-1.12,,CAD,,,2838078.0,,-4657000.0,CAD,-4252869.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,70026800,-1057323.0
588,401,18599000.0,USD,,,,97119000.0,USD,,USD,182062000.0,USD,294860992.0,USD,-78520000.0,USD,-28.666666666666668,3.5833335,0.031851851851851846,0.72180945,2.133995,1.169,4.772,252230000.0,USD,0.0,0.0,0.0,,2771060.0,USD,61795000.0,97119000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,211700000,13601875.0
589,402,185382.0,CAD,,,,,CAD,,CAD,5009920.0,CAD,3382531.8371800003,USD,,CAD,-2.4,,,,0.88888884,,-7.517,,CAD,,-2250.0,770153.0,-772403.0,-1996550.0,CAD,-737044.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,47713500,-358600.0
590,403,83885.0,CAD,,,,,CAD,,CAD,8831410.0,CAD,6132977.25275,USD,,CAD,-8.0,,,,0.85106385,,-14.63,,CAD,,-71502.0,527655.0,-599157.0,-1037767.0,CAD,-530853.0,,CAD,2025-03-27 05:34:46+0000,Yahoo Finance,98126896,-200541.0
